sentence,학습용 분류,저희 개수
"!"" 미옥이가 입원해_ 있단 말을 듣고 태야는 몇 번이나 저희 엄마에게 물었다. ""미옥이가 왜_ 입원을 했어, 엄마 ?"" ""왜",0.0,1
“저 아무것도 모르는 원범이가 또 역저긍로 몰려 죽는구나. 전에 저희 할아버지는 똑똑해서 죽더니만 이번에는 못나서 죽는구나.” 모두 불쌍하다는 눈치들이었다.,0.0,1
모르고 지나가 버린 것같다는 점이었다. 만일에 알았다고하면 하다 못해 저희 동네 깡패 애들이라도 데리고 와서 내하학길을 가로막았을 터이기에 말이다.,0.0,1
영호도 아무 말 안 했다. 영희는 노동자 교회에서 만난 저희 상집 대의원에게 나의 이야기를 해 주고 있었다. 그 시간에,0.0,1
"넉 대 이상은 수리도 조립도 할 수가 없습니다. 그것도 저희 일곱 사람이 스물네 시간 풀로 뛰어야 가능합니다."" ""현장에선 지금",1.0,1
"바다 해, 별 성, 윤해성입니다,. 서, 선생님께선 어, 어떻게 저희 아버님을 아시지요?' `음, 역시 그랬었구먼. 비행장에서 자넬 보았을 때",1.0,1
"사람들이 절 부러워하고 있다고 생각해요. 한 예로 얼마 전에 저희 집 근처 도서관에서 강연회가 있었는데, 강사가 한동안 외설시비로 세상을",1.0,1
"없어. 저이 네 식구 떵떵거리구 살어이지. 손주 녀석들은 그저 저희 둘이 형제지간에 의합하게 잘사는 게 바라는거지, 뭐라구 내가 이",0.0,1
"기잔 그토록 회사에서 외톨박이꼴이었다는 겁니까, 아니면...... 아, 그야 물론 저희 입장에선 그럴수록 일이 간단해지긴 합니다만......"" ""선생들의 입장이 좋아지셨다면 그걸로",1.0,1
"있겠는가. ""의원님의 은혜는 결코 잊지 못할 것입니다. 그런데 아시다시피 저희 집은 드릴 것이 없습니다. 그래서 한 가지 약속을 드리겠습니다.",1.0,1
하고 저 한 몸을 생각하고 있을 시기가 아니라고 생각합니다. 저희 여자들도 그렇게 생각하는데 선생님 같으신 어른은 더욱 그렇게 생각하셔야,1.0,1
"일품이었다. ""사실 저는 지금 아내와 함께 여행 중입니다. 어제가 저희 결혼 1주년 기념일이었거든요. 그래서 신혼여행 왔던 곳을 다시 둘러보는",1.0,1
"변명을 하여 보아라. 변명이 합당하면 벌을_ 감해 주리라."" ""네, 저희 집은 가난한데, 딸 다섯을 시집 보내면 저는_ 무엇을 먹고",1.0,1
"""자식 때문에 저희들도 처음 몇 끼는 굶었는걸요.",1.0,1
있어요. 저는 무턱대고 아무나 붙잡고 이런 청을 하지는 않아요. 저희 가게에 놀러 오신 손님 가운데서 꼭 믿을 만한 분만,1.0,1
"장창을 버리고서 달려 내려와 엎드렸다. ""진작 말씀하실 일이지, 어찌 저희 같은 것들을 놀리시오."" ""네가 누구냐? "" ""예, 이곳 수렛고개",1.0,1
정도였다. 남의 집들은 남자 손이 가야만 집안 꼴이 된다는데 저희 집안은 그 반대란 불만인 줄 상배도 모르진 않으나 어떻다,0.0,1
모이게 되어 답청도 다니고 꽃놀이며 사냥질도 몰려다녔습니다. 얼마 전에 저희 한량패들은 시냇물이 녹고 날씨도 쾌청하여 탑고개 쪽으로 사냥을 나왔었습니다.,1.0,1
겁니다. 요즘 젊은이들은 다 그래요. 신랑감도 아주 어색하다고 하더니 저희 집에서 가족끼리 저녁 파티를 열 생각이라 하니까 좋답니다. 그리고꼭,1.0,1
아줌마나 저나 똑같은 셋방살입니다. 이제까지 얘길 안 했는데 아주머니가 저희 싫으면 이사가면 될 것이고 내가 아주머니 싫으면 이사가면 돼요.,1.0,1
황윤길과 허성은 기가막혔다. ｢아니올시다. 부사 김성일은 잘못 정세를 판단했읍니다. 저희 보기에는 왜인은 반드시 군사를 일으켜 조선을 칠 것이라 생각합니다.｣,1.0,1
"하고, ｢하느님, 제 나이도 二○ 年만 줄여 주시기 바랍니다. 저희 族屬은 一平生 제 뜻으로 하는 일이 없고, 항상 남의",1.0,1
"이 신사가 '다인 그룹' 개발이사임을 알 수 있었다. ""전번에 저희 회사에 오셨었지요? 최이삽니다."" 그의 말은 공손했으나 말끝에 쾍하고 잔기침을",1.0,1
매체를 발견했다는 사실과도 무관하지 않습니다. 그 정보 매체는 최근에 저희 부대로 배달돼온 위문품들 속에 끼여 있었습니다. 이화씨가 글을 쓰고,1.0,1
"달려들 것으로 예상했는데 뜻밖의 태도였다. ""원고를 가져오셨다구요? 놓고 가시지요. 저희 출판부에 검토해 보라고 넘기겠습니다."" 면상을 갈겨 주고 싶을 정도로",1.0,1
세월을 오롯이 삼켜 버리고도 그 신비의 베일이 벗겨지지 않았다. 저희 경주에는 대대로 전해 내려오는 종에 대한 전설 하나가 있습니다.,1.0,1
으흠 (목에 걸려 안나오는 말 얼른 해치워버린다) 고백할께요 검사장님 저희 작은 아버지 되세요 우석 : (돌아보는) 영진 : 실은...,1.0,1
쓸거예요. 절대로 유선생님 신상에 피해되는 글은 안 쓸 거예요. 저희 제약회사가 그런 대로 양심적이고 좋은 회사예요.' '그렇게 잘 쓴다니,1.0,1
"그래요, 어느 화실이든 남자보다 여자가 월등히 많은 것은 사실이에요. 저희 집은 여느 화실과는 달리 입시 준비생들이 반이나 되니까 남녀",1.0,1
전에는 난 어떤 일도 선행할 수가 없어. 순애는 지금 저희 오빠를 따라서 동지들과 같이 총과 화약을 만들고 있는 산에,0.0,1
"루우즈가 깜쪽같이 덮어버리고 있었지만 앵두 같지는 않았다. “오래 전부터 저희 아빠는 집을 나가서 생활했어요. 명분은 화실에서 그림을 그린다는 것이었지만,",1.0,1
"신심과 정성으로 해야 하는 일이며, 그렇게 봐야 하는 그림입니다. 저희 절의 탱화를 그릴 때도 그랬죠. 모두 정성을 다했습니다. 마침내",1.0,1
울상이 되더니 이 번에는 치사스럽게 곧장 악을 쓰고 있는 저희 집 검둥이를 향해 냅다 달려 드는 것이었다. 당에 굴러,0.0,1
금번 전시회에 출품된 귀하의 패도를 보고 외람되게 그 작품이 저희 회사 사업이 일환인 민예품 파매상품으로서 가치가 있다고 사료되어 이,1.0,1
"아랫대가 윗대만 영 못하게 태어났다는 것이었다. 지금 홍부자네 아들들은 저희 아버지만도 더 못해서 나이 이십도 되기 전에 술 담배,",0.0,1
"이번에는 장과장이 물었다. ""한국말을 전혀 못하는 것 같았습니다. 그러나 저희 호텔에는 일본인 관광객들이 자주 드나드는 편이라 의사소통에는 별 문제가",1.0,1
사람은 휘파람 소리로 어떤 사람은 코ㅅ소리로 슬프거나 즐겁거나 모두 저희 정서를 노래하며 지나갔다. 박은 그만 나려올 채비로 신궁 앞,0.0,1
"되었는데, 장팔의 모와 장팔의 처가 그 부인을 교군에 태워서 저희 집으로 모시고 가서 수일을 극진히 구원하였다가 그 부인이 차차",0.0,1
그러하나 저희는 사랑을 생각할 때마다 마음이 두근거립니다.,1.0,1
미국 시민이면 모두가 갖고 있을 정도랍니다. 예. 그 프로그램이 저희 나라에도 들어와 있지 않습니까. 예. 제가 지금 들고 있는,1.0,1
"같이 찾아가보기루 하죠."" ""그게 말예요, 자기네 집에선 안되겠대요. 그래서 저희 집으루 모셔오기루 했어요.' ""이거 정말 미안한데요."" ""그런 애기 들으려는",1.0,1
하나요? 그러구두 외교관 사위만 보면 최고인가요? 전 그 분이 저희 방송국 부장들을 찾아와 굽신거리는 것을 볼 때마다 화가 치밀어,1.0,1
"올라타고 항복을 빌었다. 문제는 그 다음에 일어났다. 얻어맞은 아이가_ 저희 집으로 달려 가서 부모님께 일러바치는 바람에, 남자 아이 부모님이_",0.0,1
"국록을 받아먹고 살던 몸이온데, 신라 왕이 아무 죄도 없는 저희 가족들을 옥에 가두었기로 신라를 떠나 일본국을 섬기기로 작정하였사옵니다. 이제",1.0,1
"처녀가 내려와 이만성의 방문을 열고 교태를 지어 보이며, [오늘 저희 집으로 모셔 가겠어요.]라고 말하며 남자의 혼백을 불러 데려가는 것이었다.",1.0,1
기업이 도산해도 할 말이 없을 정도의 괘씸죄에 해당하는 것이다. 저희 회사에 독극물이 들어가지 않고 남의 회사 제품에 독극물이 들어가,0.0,1
"""그렇군요."" ""그렇지요."" ""그래서요?"" 등등으로 맞장구만을 쳤습니다. ""각하! 감사합니다. 각하께서 저희 해군 문제에 이렇게까지 관심을 갖고 계신 줄은 미처 몰랐습니다.",1.0,1
"한글과 영문으로 새겨져 있었다. 「오래 전에 떠오른 아이디어였습니다만, 최근에 저희 회사가 오랜 연구 끝에 개발에 성공한 여성 화장품 하나가",1.0,1
여유가 생기길래 모든 걸 제쳐 놓고 달려왔죠. 어쩌면 지금쯤 저희 부대에서 저를 찾아 법석을 떨고 있을지도 모르겠읍니다｣ 동영이 말없이,1.0,1
"이 나폴레옹 숭배자는 형식에게 인사한 뒤에 엄연히 꿇어앉아, “저희가 선생님을 뵈오러 온 뜻은……” 하고 말을 시작한다.",1.0,1
"생각하고 했는데, 전하 께오서 오죽이나 적료하시겠습니까? 백부님도 그러하섰겠지 만 저희네 형제로 말씀해도 소년 때에는 양친이 계시고 형 제가 수두룩해서",1.0,1
저와 함께 공부하시다가 귀가하는 도중에 그만 발병이 나서 며칠만 저희 집에서 묵고 가겠다고 문 밖에서 기다리고 있읍니다.｣ 김진국은 이,1.0,1
"봉사하고 싶습니다."" ""아, 필요 없어요. 나가요!"" ""전 이래 봬도 저희 반 봉사부장인데요."" ""여기선 봉사부장이고 뭐고 다 필요 없어요. 빨랑",1.0,1
"데리고 계시는군요."" ""한 살림 내줄 테니 나가겠느냐고 해도 굳이 저희 집에 머물러 있겠다는군요. 여기서 집안 허드렛일을 해가며 지내고 있습니다.""",1.0,1
온 몸이 부르르 떨렸다. 「걔가 본래 그런 줄 아세요. 저희 아버지랑 같이 살 적엔 너무 똑똑해서 모두들 신동이라구 했다오.,0.0,1
거 지들은 대안대사를 크게 환영하여서 저희가 얻어온 밥과 반 찬을 대사에게 주었다.,0.0,1
광양시 광양읍 덕례리) 저는 서울과 인접한 광명에 살고 있지만 저희 동네는 그린벨트로 묶여 시골처럼 아름다운 곳이었습니다. 제가(녹색평론)을 정기구독한 지는,1.0,1
"탈없이 찾아들었다. 그들은 더위에 할락거리기는 하면서도 그저 궤짝 속이 저희 안도(安堵)인 듯, 밖을 쳐다보는 일이 없이 태연히 주둥이들만 오물거리었다.",0.0,1
"친목·정보교류 모임 등을 활발히 가졌다. ""인터넷이 일반화된 지금 지식공유라는 저희 목표를 실행에 옮기기에 더없이 좋은 수단이 생긴 거죠."" 새로운",1.0,1
뿔뿔이 헤어져 버렸습니다. 옥이도 웅이 아빠에게 쫓겨났던_ 것입니다. 옥이는 저희 집도 웅이네 집처럼 햇볕이 잘 들면 얼마나_ 좋을까 하고,0.0,1
새텃몰 놈들이 어느 새 뜩뜩 긁어다가 저 모양 해놓고 저희 발들은 또 어느 참에 이렇게 고쳐 놓았는 것 좀,0.0,1
말하고 있었다. ── 나중에 조사해 보니 손님의 지적이 옳았습니다. 저희 직원 중 하나가 손님이 제출하신 서류에 임의로 무엇인가를 써넣었던,1.0,1
"당해보기는 오늘밤이 처음인데, 주변에서 듣는 바로는 남의 집에 쳐들어가면 저희 자신들도 허겁지겁 해가지고 목적하는 바만 달성하면 걸음아 날 살려라",0.0,1
"좀 나아보인다구 퇴원했다가 더 악화돼가지구 다시 들어오기가 일쑤죠, 현재 저희 병원에두 그런 환자가 여럿 있습니다마는, 그중 한 환자는 제가",1.0,1
맨발의 청춘 개봉 박두. 서면에 자리잡은 부산 최고의 예술극장인 저희 동보극장에서는 맨발의 청춘 부산 개봉에 맞춰 신성일 군과 김한섭,1.0,1
"금방 알겠다, 얘."" 하고 친구들이 말할 만큼 얼굴의 생김새는 저희 아버지를 쏙 빼다박았지만, 성격은 다른 것 같다. 아직 여섯",0.0,1
친 뚱뚱한 사나이가 일동에게 뭐라 소리치고 나서 췌유에게로 다가와 저희 말로 몇 마디 했다. 남 없는 은딱지와 작대기를 단,0.0,1
소인은 요에 있을 때부터 대인의 높은 학문을 흠모해 왔습니다. 저희 가복들에게도 말하기를 내 생전에 해동성국 발해국의 노상(老相) 두(杜) 대인을,1.0,1
"여자도 살아 배겨나지를 못해. 그래서 우리 형수도, 그린내 나는 저희 누님도 나간 거야. 우리 가정부 명숙이도 그래서 나간 거야.",1.0,1
"사업을 벌이는 곳이니만큼 가장 먼저 사업시행에 타격을 받는 곳이 저희 같은 사회사업을 하는 곳이지요. 다른 기업들도 홍보비니, 문화사업지원비 등을",1.0,1
"서방을 두둔한다고 저한테까지 누명을 씌우려는 사람도 있지요.” “누명이라니?” “저어, 저희 두 사람이 수상하다구, 그러는가 봐요.” 그러면서 낯을 붉혔다. 아내의",0.0,1
다시 머리를 들었다. 간도를 한국처럼 삼켜 버리려는 심보다. 간도를 저희 영토로 알고 있는 그들은 이렇게 말하지 않을 수 없었다.,0.0,1
“아니올시다. 저의 모교 당국은 부패지극(腐敗之極)에 달하였습니다. 차제(此際)를 당하여 저희 용감한 청년들이 일대 혁명을 아니 일으키면 오히려 모교는 멸망할,1.0,1
"종우가 잊은게 있다는 듯이,장선생에게 말했다. ""아... 이 일을 어떡하지요? 저희 학교가 몇년전에 불이 났던 적이 있었습니다. 그 때 교무실이랑",1.0,1
"할 필요는 없어요. 나는 지금, 저번 날 광교 다리에서 저희들이 만났을 때, 영훈씨가 내게 대해서 취한 그 태도를 문제",1.0,1
"열두 척이나 즐비하게 벌려 있다. 三 왜장들은 우리 배가 저희 배 한 척을 부수어 불사르는 것을 보자, 분함을 못이기는듯",0.0,1
"총을 쏘았소? ” “폐하, 훈련대가 해산령에 불만을 품고 범궐했기로 저희 일본 군대가 긴급 출동을 한 것입니다” 미우라의 능청은 정말",1.0,1
"약한 사람을 강하게 만들어 주는 곳인가 봐요. 군대에 갔던 저희 삼촌이 작년 가을에 제대해서 돌아왔을 때, 그 늠름한 모습을",1.0,1
전에 자기 누나가 열쇠 하나를 주었대요. 그러니까 그 젊은이는 저희 누나가 죽은 것을 알고 열쇠가 있으니까 열고 들어가 응접실에서,0.0,1
